dataset,category,image_id,image_path,target_path
HZ-135,Thick,031.png,D:\www\riset\dehazing\dataset\haze1k\test_thick\input\031.png,D:\www\riset\dehazing\dataset\haze1k\test_thick\target\031.png
HZ-135,Thick,032.png,D:\www\riset\dehazing\dataset\haze1k\test_thick\input\032.png,D:\www\riset\dehazing\dataset\haze1k\test_thick\target\032.png
HZ-135,Thick,033.png,D:\www\riset\dehazing\dataset\haze1k\test_thick\input\033.png,D:\www\riset\dehazing\dataset\haze1k\test_thick\target\033.png
HZ-135,Thick,034.png,D:\www\riset\dehazing\dataset\haze1k\test_thick\input\034.png,D:\www\riset\dehazing\dataset\haze1k\test_thick\target\034.png
HZ-135,Thick,035.png,D:\www\riset\dehazing\dataset\haze1k\test_thick\input\035.png,D:\www\riset\dehazing\dataset\haze1k\test_thick\target\035.png
HZ-135,Thick,036.png,D:\www\riset\dehazing\dataset\haze1k\test_thick\input\036.png,D:\www\riset\dehazing\dataset\haze1k\test_thick\target\036.png
HZ-135,Thick,037.png,D:\www\riset\dehazing\dataset\haze1k\test_thick\input\037.png,D:\www\riset\dehazing\dataset\haze1k\test_thick\target\037.png
HZ-135,Thick,038.png,D:\www\riset\dehazing\dataset\haze1k\test_thick\input\038.png,D:\www\riset\dehazing\dataset\haze1k\test_thick\target\038.png
HZ-135,Thick,039.png,D:\www\riset\dehazing\dataset\haze1k\test_thick\input\039.png,D:\www\riset\dehazing\dataset\haze1k\test_thick\target\039.png
HZ-135,Thick,040.png,D:\www\riset\dehazing\dataset\haze1k\test_thick\input\040.png,D:\www\riset\dehazing\dataset\haze1k\test_thick\target\040.png
HZ-135,Thick,041.png,D:\www\riset\dehazing\dataset\haze1k\test_thick\input\041.png,D:\www\riset\dehazing\dataset\haze1k\test_thick\target\041.png
HZ-135,Thick,042.png,D:\www\riset\dehazing\dataset\haze1k\test_thick\input\042.png,D:\www\riset\dehazing\dataset\haze1k\test_thick\target\042.png
HZ-135,Thick,043.png,D:\www\riset\dehazing\dataset\haze1k\test_thick\input\043.png,D:\www\riset\dehazing\dataset\haze1k\test_thick\target\043.png
HZ-135,Thick,044.png,D:\www\riset\dehazing\dataset\haze1k\test_thick\input\044.png,D:\www\riset\dehazing\dataset\haze1k\test_thick\target\044.png
HZ-135,Thick,045.png,D:\www\riset\dehazing\dataset\haze1k\test_thick\input\045.png,D:\www\riset\dehazing\dataset\haze1k\test_thick\target\045.png
