dataset,category,image_id,image_path,haze_score,brightness,local_contrast,hist_entropy,edge_density_diff,retinex_mean,color_skew,colorfulness,gradient_entropy,hue_spread,hf_energy_fft,hf_energy_wavelet,best_label
HZ-135,Thin,029.png,D:\www\riset\dehazing\dataset\haze1k\test_thin\input\029.png,0.3960737287998199,0.6689778396506715,38.01925228579613,7.2323604,0.2066535949707031,-0.0266764909029006,-0.2240738353877634,13.403164863586426,7.666659355163574,0.1392604674358897,2.962606430053711,0.1072620376944542,H-EDCP-A
HZ-135,Thin,030.png,D:\www\riset\dehazing\dataset\haze1k\test_thin\input\030.png,0.4427457749843597,0.7195339626736111,35.474946971638545,7.1058292,0.2182807922363281,-0.0220660958439111,-0.6729072682151128,12.888924598693848,7.696347713470459,0.1594256201503167,3.0096354484558105,0.112062782049179,H-EDCP-B-GC
HZ-135,Thin,031.png,D:\www\riset\dehazing\dataset\haze1k\test_thin\input\031.png,0.4513126015663147,0.7208527808095895,35.9447118340178,7.139407,0.1863479614257812,-0.0208851974457502,-0.4556233201709899,14.9072904586792,7.597653865814209,0.1414221089153077,2.888902425765991,0.0972941666841507,H-EDCP-A
HZ-135,Thin,032.png,D:\www\riset\dehazing\dataset\haze1k\test_thin\input\032.png,0.4024407267570495,0.7005566665549684,39.12058339528743,7.251259,0.2396011352539062,-0.0265949089080095,-0.4050998878237372,12.019987106323242,7.758964061737059,0.1250463985067325,3.0633468627929688,0.1179582104086875,H-EDCP-B-GC
HZ-135,Thin,033.png,D:\www\riset\dehazing\dataset\haze1k\test_thin\input\033.png,0.4690089821815491,0.7298830418804892,37.21872601252274,7.162056,0.1885948181152343,-0.022346282377839,-0.6348728151030456,13.89857292175293,7.601629734039307,0.1440827958837545,2.895436763763428,0.0977280437946319,H-EDCP-A
HZ-135,Thin,034.png,D:\www\riset\dehazing\dataset\haze1k\test_thin\input\034.png,0.4510588049888611,0.7280570834290747,34.71918160888095,7.0858297,0.222015380859375,-0.0202090311795473,-0.5860623301254219,12.755096435546877,7.707936763763428,0.1690942510642813,2.974846839904785,0.1095110327005386,H-EDCP-B-GC
HZ-135,Thin,035.png,D:\www\riset\dehazing\dataset\haze1k\test_thin\input\035.png,0.4782454669475555,0.745621241151897,33.24039085193268,7.0326595,0.2110214233398437,-0.0168886687606573,-0.3511001064835174,14.306835174560549,7.6433844566345215,0.0895396747928713,2.8961331844329834,0.0990564301609993,H-EDCP-C-GC
HZ-135,Thin,036.png,D:\www\riset\dehazing\dataset\haze1k\test_thin\input\036.png,0.3892512321472168,0.6674011479795369,36.24680315292459,7.128551,0.2231407165527343,-0.0240420680493116,-0.0267732651595218,13.22810173034668,7.71260929107666,0.112163292066033,2.9719038009643555,0.1113446354866027,H-EDCP-B-GC
HZ-135,Thin,037.png,D:\www\riset\dehazing\dataset\haze1k\test_thin\input\037.png,0.4343598783016205,0.702311068266825,38.999113389397046,7.25943,0.2170028686523437,-0.0243034809827804,-0.3871771826862734,13.82729148864746,7.701814651489258,0.1289950152875943,2.9945085048675537,0.1104344278573989,H-EDCP-C-GC
HZ-135,Thin,038.png,D:\www\riset\dehazing\dataset\haze1k\test_thin\input\038.png,0.4242870807647705,0.7257322722790288,35.66920106383506,7.1125073,0.2295913696289062,-0.0211583897471427,-0.3479355576984741,14.139921188354492,7.725021839141846,0.1229110459356757,2.989235639572144,0.1097504794597625,H-EDCP-B-GC
HZ-135,Thin,039.png,D:\www\riset\dehazing\dataset\haze1k\test_thin\input\039.png,0.4502129256725311,0.7124127955218545,36.35112509868556,7.154717,0.1806640625,-0.0227103251963853,-0.4875245636318482,14.46776008605957,7.577550888061523,0.1501267149992806,2.898878335952759,0.097371682524681,H-EDCP-A
HZ-135,Thin,040.png,D:\www\riset\dehazing\dataset\haze1k\test_thin\input\040.png,0.3721514642238617,0.6680017010059232,38.76310186852411,7.2507257,0.2237510681152343,-0.0285682249814271,-0.3046492234034529,12.87789535522461,7.721614837646484,0.154186134272044,3.0884323120117188,0.1177906095981597,H-EDCP-A
HZ-135,Thin,041.png,D:\www\riset\dehazing\dataset\haze1k\test_thin\input\041.png,0.4195784330368042,0.7076022279028799,36.06081353632897,7.145025,0.2231674194335937,-0.0212530437856912,-0.1633719224056466,13.835050582885742,7.70587682723999,0.1070034986286598,2.96669340133667,0.1098850667476654,H-EDCP-B-GC
HZ-135,Thin,042.png,D:\www\riset\dehazing\dataset\haze1k\test_thin\input\042.png,0.3974548876285553,0.6886148340561811,36.75038827534885,7.18064,0.2311668395996093,-0.0246614757925272,-0.4400510202064852,12.93606662750244,7.727282047271728,0.1507236283091132,3.0671868324279785,0.1183448284864425,H-EDCP-A
HZ-135,Thin,043.png,D:\www\riset\dehazing\dataset\haze1k\test_thin\input\043.png,0.4234701991081238,0.719389747170841,35.97566883699787,7.124735,0.2270889282226562,-0.0219809114933013,-0.3917937437751063,13.59880256652832,7.718315124511719,0.1172927546982739,3.0155298709869385,0.1103528141975402,H-EDCP-B-GC
HZ-135,Thin,044.png,D:\www\riset\dehazing\dataset\haze1k\test_thin\input\044.png,0.4089335501194,0.7185475268395118,37.69065243307317,7.1718564,0.2317085266113281,-0.02425735630095,-0.4587084379475397,13.671547889709473,7.739395141601562,0.1266005619100396,3.059727191925049,0.116078533232212,H-EDCP-A
HZ-135,Thin,045.png,D:\www\riset\dehazing\dataset\haze1k\test_thin\input\045.png,0.40077805519104,0.6739468044704862,34.19586356751729,7.0648904,0.2232818603515625,-0.0206744037568569,-0.0108863278862692,12.78185749053955,7.694486141204834,0.0987123832717684,2.966547727584839,0.1121363639831543,H-EDCP-B-GC
HZ-135,Moderate,001.png,D:\www\riset\dehazing\dataset\haze1k\test_moderate\input\001.png,0.3653657436370849,0.6193911733190998,31.544464509377622,6.9802074,0.2357597351074218,-0.0215006619691848,0.0714226825009167,11.261500358581545,7.680944442749023,0.0985187672123481,3.184061288833618,0.127236008644104,H-EDCP-C-AGC
HZ-135,Moderate,002.png,D:\www\riset\dehazing\dataset\haze1k\test_moderate\input\002.png,0.2772557437419891,0.5651593775531045,45.69137804998627,7.4104695,0.2753219604492187,-0.0430398434400558,0.5312159043136071,13.269294738769531,7.803480625152588,0.1135343659754816,3.147908926010132,0.1319759339094162,H-EDCP-A
HZ-135,Moderate,003.png,D:\www\riset\dehazing\dataset\haze1k\test_moderate\input\003.png,0.3570691049098968,0.627957158306845,50.21654240330928,7.548248,0.2281837463378906,-0.0411266423761844,0.0260765300628682,15.083122253417969,7.719992160797119,0.1341820449492315,3.07550311088562,0.1171160787343978,H-EDCP-A
HZ-135,Moderate,004.png,D:\www\riset\dehazing\dataset\haze1k\test_moderate\input\004.png,0.2811091244220733,0.5758529264163348,39.74775765294527,7.3310895,0.270294189453125,-0.0348842069506645,0.2008374929127159,11.420108795166016,7.802725791931152,0.1534755135091073,3.1725194454193115,0.136955514550209,H-EDCP-A
HZ-135,Moderate,005.png,D:\www\riset\dehazing\dataset\haze1k\test_moderate\input\005.png,0.28836190700531,0.576165826336231,36.937206557402426,7.2319965,0.2644844055175781,-0.0307762008160352,0.2063067352606343,10.325706481933594,7.784933090209961,0.1576987093820197,3.1649508476257324,0.1374290883541107,H-EDCP-A
HZ-135,Moderate,006.png,D:\www\riset\dehazing\dataset\haze1k\test_moderate\input\006.png,0.34080770611763,0.6001068564022288,30.403776480300785,6.928318,0.2177886962890625,-0.0199142601341009,0.3370803922939567,10.18512725830078,7.64030122756958,0.1391142646406175,3.050952911376953,0.119194358587265,H-EDCP-A
HZ-135,Moderate,007.png,D:\www\riset\dehazing\dataset\haze1k\test_moderate\input\007.png,0.4383675456047058,0.6446475060157527,27.998128000308924,6.8428974,0.1434478759765625,-0.0118831768631935,0.0567024060603777,9.200810432434082,7.362358570098877,0.121798226426485,2.8596041202545166,0.0942664891481399,H-EDCP-A
HZ-135,Moderate,008.png,D:\www\riset\dehazing\dataset\haze1k\test_moderate\input\008.png,0.362755686044693,0.6161622739305683,35.27021353304752,7.1614866,0.2226181030273437,-0.0228698626160621,0.1899473276644635,9.809345245361328,7.692919731140137,0.1456696749951941,3.051299571990967,0.1192827671766281,H-EDCP-A
HZ-135,Moderate,009.png,D:\www\riset\dehazing\dataset\haze1k\test_moderate\input\009.png,0.2622094452381134,0.5215057871700113,28.83701929284165,6.8610654,0.2260627746582031,-0.0225215014070272,0.3089472714715815,9.096405029296877,7.6567301750183105,0.1299971610884362,3.125952243804932,0.1277503818273544,H-EDCP-A
HZ-135,Moderate,010.png,D:\www\riset\dehazing\dataset\haze1k\test_moderate\input\010.png,0.4657762050628662,0.7047956778333079,30.66255256153892,6.9460382,0.1938629150390625,-0.0135812908411026,0.0865340801006339,12.728166580200195,7.563382148742676,0.0705005077004973,2.868720054626465,0.0960336402058601,H-EDCP-C-GC
HZ-135,Moderate,011.png,D:\www\riset\dehazing\dataset\haze1k\test_moderate\input\011.png,0.5479750037193298,0.7389475903479881,24.48454589534869,6.6467423,0.1390838623046875,-0.0079764379188418,-0.1701650370758686,10.2553129196167,7.344595432281494,0.0767902427981727,2.718173027038574,0.0821677297353744,H-EDCP-C-GC
HZ-135,Moderate,012.png,D:\www\riset\dehazing\dataset\haze1k\test_moderate\input\012.png,0.4888025224208832,0.6916528938642514,24.037044969527862,6.607611,0.1470413208007812,-0.0087322434410452,0.2212750761320142,9.255081176757812,7.387203216552734,0.0729230813811099,2.8032398223876958,0.0894374102354049,H-EDCP-A
HZ-135,Moderate,013.png,D:\www\riset\dehazing\dataset\haze1k\test_moderate\input\013.png,0.466104507446289,0.6619993621227788,28.790910220854272,6.825862,0.1350173950195312,-0.0113963531330227,0.312174449790255,9.565205574035645,7.31794261932373,0.0864862907621454,2.833075761795044,0.0898994356393814,H-EDCP-C-GC
HZ-135,Moderate,014.png,D:\www\riset\dehazing\dataset\haze1k\test_moderate\input\014.png,0.3556382954120636,0.6131079281077666,48.09268832353979,7.514001,0.2030220031738281,-0.0339372865855693,0.0650009687401559,11.925061225891112,7.643172264099121,0.1405862274341755,3.104992389678955,0.1175526604056358,H-EDCP-A
HZ-135,Moderate,015.png,D:\www\riset\dehazing\dataset\haze1k\test_moderate\input\015.png,0.3391941487789154,0.5992332657957389,39.822561380050125,7.313051,0.2265663146972656,-0.0303387437015771,0.1515261742622776,10.15531063079834,7.719354629516602,0.1416458701776622,3.100861072540283,0.1228814199566841,H-EDCP-A
HZ-135,Moderate,016.png,D:\www\riset\dehazing\dataset\haze1k\test_moderate\input\016.png,0.4267084300518036,0.6502013561772365,31.43872566264296,7.0106015,0.1825637817382812,-0.0133951073512434,-0.0272868873476757,9.19407081604004,7.513901710510254,0.1040642973275443,2.923696756362915,0.1033805310726165,H-EDCP-B-GC
HZ-135,Moderate,017.png,D:\www\riset\dehazing\dataset\haze1k\test_moderate\input\017.png,0.404767245054245,0.6472690108554816,35.905358171219845,7.1802125,0.21728515625,-0.018479648977518,-0.2462284710596266,13.56138801574707,7.609940052032471,0.0913681612538024,2.964352369308472,0.1061478182673454,H-EDCP-C-GC
HZ-135,Moderate,018.png,D:\www\riset\dehazing\dataset\haze1k\test_moderate\input\018.png,0.3624030351638794,0.632953309701159,41.123236081374976,7.329053,0.2360687255859375,-0.0287295877933502,0.1017255811106492,13.053995132446287,7.734067440032959,0.1098297896374973,3.043484687805176,0.1170052886009216,H-EDCP-C-GC
HZ-135,Moderate,019.png,D:\www\riset\dehazing\dataset\haze1k\test_moderate\input\019.png,0.4785384833812713,0.6986687404657501,25.658942050004693,6.707046,0.1895523071289062,-0.0100800618529319,0.0995126205660158,10.35683822631836,7.549077033996582,0.098357429874739,2.847308397293091,0.0970835387706756,H-EDCP-B-GC
HZ-135,Moderate,020.png,D:\www\riset\dehazing\dataset\haze1k\test_moderate\input\020.png,0.3866193294525146,0.6274014391930275,38.05754061755975,7.266987,0.19171142578125,-0.025690509006381,-0.1299110610948171,10.092763900756836,7.572347640991211,0.1321096764856758,3.010185956954956,0.1097388863563537,H-EDCP-A
HZ-135,Moderate,021.png,D:\www\riset\dehazing\dataset\haze1k\test_moderate\input\021.png,0.4765714406967163,0.7006576737547233,35.55665407688587,7.1388483,0.1847496032714843,-0.0159720052033662,0.0076646455538236,13.503530502319336,7.536624908447266,0.101435955572758,2.847538948059082,0.0925564020872116,H-EDCP-A
HZ-135,Moderate,022.png,D:\www\riset\dehazing\dataset\haze1k\test_moderate\input\022.png,0.5603287220001221,0.7417115504445594,28.383609519822446,6.8164287,0.1122245788574218,-0.0087050152942538,-0.4911366471441825,10.83340835571289,7.242135047912598,0.0924800877944255,2.69527006149292,0.0761567279696464,H-EDCP-C-GC
HZ-135,Moderate,023.png,D:\www\riset\dehazing\dataset\haze1k\test_moderate\input\023.png,0.3654922544956207,0.6382490669200622,35.252766328901366,7.1371527,0.2547683715820312,-0.0198830273002386,0.2917271978545248,15.343260765075684,7.722926139831543,0.1044978979372682,3.0145251750946045,0.117496483027935,H-EDCP-B-GC
HZ-135,Moderate,024.png,D:\www\riset\dehazing\dataset\haze1k\test_moderate\input\024.png,0.5399243235588074,0.7257300881778492,25.98041042214714,6.7222724,0.1121673583984375,-0.008626814931631,-0.3740748932759057,9.353439331054688,7.243741035461426,0.0643677664528155,2.724480628967285,0.081975981593132,H-EDCP-C-GC
HZ-135,Moderate,025.png,D:\www\riset\dehazing\dataset\haze1k\test_moderate\input\025.png,0.4852970838546753,0.7073784073973014,37.88289125862967,7.208287,0.1621551513671875,-0.0198126062750816,-0.5476128981115007,13.860601425170898,7.474775314331055,0.0805338020066405,2.859445095062256,0.0911306887865066,H-EDCP-C-GC
HZ-135,Moderate,026.png,D:\www\riset\dehazing\dataset\haze1k\test_moderate\input\026.png,0.3715336918830871,0.5963319416918786,28.04940933752415,6.8323956,0.1746253967285156,-0.0158212538808584,0.2799115178350325,9.10468864440918,7.479897022247314,0.1172672800929165,2.958529233932495,0.1058772951364517,H-EDCP-A
HZ-135,Moderate,027.png,D:\www\riset\dehazing\dataset\haze1k\test_moderate\input\027.png,0.4226502180099487,0.6502898072884753,34.537016635849035,7.1398277,0.1948623657226562,-0.020971268415451,-0.1424670770150941,10.001121520996094,7.5811004638671875,0.123864001121685,2.9617295265197754,0.1051821559667587,H-EDCP-A
HZ-135,Moderate,028.png,D:\www\riset\dehazing\dataset\haze1k\test_moderate\input\028.png,0.4303563237190246,0.6784772336872574,35.56725624618182,7.145297,0.2092437744140625,-0.0174868442118167,0.0428643417235466,14.46052360534668,7.616792678833008,0.0923830703810281,2.9367825984954834,0.1041933670639991,H-EDCP-C-GC
HZ-135,Moderate,029.png,D:\www\riset\dehazing\dataset\haze1k\test_moderate\input\029.png,0.3861237466335296,0.6577725080103656,37.72138822269163,7.254967,0.2382736206054687,-0.0229915063828229,-0.0867422859863008,12.452539443969728,7.704110145568848,0.0954411519917271,2.989764928817749,0.1115577742457389,H-EDCP-C-AGC
HZ-135,Moderate,030.png,D:\www\riset\dehazing\dataset\haze1k\test_moderate\input\030.png,0.5361823439598083,0.7329961240681168,25.928138927744712,6.706459,0.1277809143066406,-0.0078381709754467,-0.330043549818894,10.921028137207031,7.3324761390686035,0.1064840857091777,2.739654541015625,0.0831751674413681,H-EDCP-C-GC
HZ-135,Moderate,031.png,D:\www\riset\dehazing\dataset\haze1k\test_moderate\input\031.png,0.4941649138927459,0.7216349333719491,27.75081475020296,6.8196645,0.1746559143066406,-0.0110158408060669,-0.0559008416136882,12.642152786254885,7.493015289306641,0.0607510322466047,2.810204267501831,0.090417593717575,H-EDCP-C-AGC
HZ-135,Moderate,032.png,D:\www\riset\dehazing\dataset\haze1k\test_moderate\input\032.png,0.4265354871749878,0.6482144723530688,34.46429422772353,7.1276503,0.1654205322265625,-0.0180195569992065,-0.0639995488440352,10.244659423828123,7.476580619812012,0.1025959161338665,2.9554224014282227,0.1014235839247703,H-EDCP-A
HZ-135,Moderate,033.png,D:\www\riset\dehazing\dataset\haze1k\test_moderate\input\033.png,0.394620269536972,0.6521679049223856,40.02611349267525,7.3282843,0.2227668762207031,-0.0267727132886648,-0.1193054178959647,12.835922241210938,7.683040618896484,0.1110992485635936,2.982821226119995,0.1100407913327217,H-EDCP-C-GC
HZ-135,Moderate,034.png,D:\www\riset\dehazing\dataset\haze1k\test_moderate\input\034.png,0.4100382328033447,0.65874771417356,38.85119899536843,7.2195325,0.2097625732421875,-0.0239201355725526,0.2165325983607204,12.740900039672852,7.620563507080078,0.1164735297257465,2.9804091453552246,0.1057879030704498,H-EDCP-A
HZ-135,Moderate,035.png,D:\www\riset\dehazing\dataset\haze1k\test_moderate\input\035.png,0.493605375289917,0.7016150181589562,28.569277245523025,6.816379,0.1652450561523437,-0.0107875354588031,0.2150222297385135,11.790924072265623,7.442948818206787,0.0667073530520704,2.7981173992156982,0.0885328948497772,H-EDCP-C-GC
HZ-135,Moderate,036.png,D:\www\riset\dehazing\dataset\haze1k\test_moderate\input\036.png,0.5782173871994019,0.762602024452359,27.377045911715825,6.7090464,0.1098365783691406,-0.0083206361159682,0.0736178877106695,11.591480255126951,7.196873188018799,0.0571278174398383,2.6723225116729736,0.0722668766975402,H-EDCP-A
HZ-135,Moderate,037.png,D:\www\riset\dehazing\dataset\haze1k\test_moderate\input\037.png,0.520608127117157,0.7236660228056067,27.171642173165942,6.791256,0.1637611389160156,-0.0108857685700058,-0.2676545622247789,10.44786262512207,7.441577911376953,0.0868939891402217,2.799379348754883,0.0899026989936828,H-EDCP-C-GC
HZ-135,Moderate,038.png,D:\www\riset\dehazing\dataset\haze1k\test_moderate\input\038.png,0.4626098275184631,0.6925545885671976,39.18147989954963,7.220022,0.1753311157226562,-0.0224425960332155,-0.13981199150068,14.020231246948242,7.529788970947266,0.1420713939722584,2.898351192474365,0.0946429967880249,H-EDCP-A
HZ-135,Moderate,039.png,D:\www\riset\dehazing\dataset\haze1k\test_moderate\input\039.png,0.5425363779067993,0.7345360500360626,25.979659799342706,6.728435,0.1327667236328125,-0.0087542431429028,-0.1639172059868667,10.041648864746094,7.343371868133545,0.0732232744546145,2.721444845199585,0.0817669630050659,H-EDCP-C-AGC
HZ-135,Moderate,040.png,D:\www\riset\dehazing\dataset\haze1k\test_moderate\input\040.png,0.5743200778961182,0.7356458127888199,21.56636718136249,6.4648666,0.0658493041992187,-0.0059540015645325,-0.233259761984791,9.26092529296875,6.929295063018799,0.0484376935102658,2.597562551498413,0.0680619999766349,H-EDCP-C-GC
