dataset,category,image_id,filename,method,psnr,ssim,time
RR,thin_fog,1744.png,1744.png,H-EDCP-C-GC,13.053313255310059,0.5366734965263588,0.01598070000181906
RR,thin_fog,1744.png,1744.png,H-EDCP-C-AGC,14.917848587036133,0.58107270822479,0.01610370000707917
RR,thin_fog,1746.png,1746.png,H-EDCP-A,18.42237663269043,0.5585696832255509,0.015398699993966147
RR,thin_fog,1746.png,1746.png,H-EDCP-B-GC,17.165754318237305,0.5241494951037746,0.015160600014496595
RR,thin_fog,1746.png,1746.png,H-EDCP-C-GC,17.08490753173828,0.5253256321545036,0.01571409997995943
RR,thin_fog,1746.png,1746.png,H-EDCP-C-AGC,18.648265838623047,0.5574404262921943,0.014887700002873316
RR,thin_fog,1747.png,1747.png,H-EDCP-A,18.65241241455078,0.49327891765586546,0.015774100000271574
RR,thin_fog,1747.png,1747.png,H-EDCP-B-GC,17.80340003967285,0.4858719597369536,0.01541610001004301
RR,thin_fog,1747.png,1747.png,H-EDCP-C-GC,17.655994415283203,0.4785297322375319,0.014656200015451759
RR,thin_fog,1747.png,1747.png,H-EDCP-C-AGC,17.223304748535156,0.4270143823774515,0.01711860002251342
RR,thin_fog,1762.png,1762.png,H-EDCP-A,16.8370418548584,0.5905122898013573,0.01693479999084957
RR,thin_fog,1762.png,1762.png,H-EDCP-B-GC,16.175851821899414,0.5630441916561397,0.019719800009625033
RR,thin_fog,1762.png,1762.png,H-EDCP-C-GC,16.073375701904297,0.5420125166274733,0.023296300001675263
RR,thin_fog,1762.png,1762.png,H-EDCP-C-AGC,16.22799301147461,0.5011490150210952,0.01917340001091361
RR,thin_fog,184.png,184.png,H-EDCP-A,18.5487060546875,0.66885797471994,0.023751000000629574
RR,thin_fog,184.png,184.png,H-EDCP-B-GC,19.86520767211914,0.7334999480607876,0.020655400003306568
RR,thin_fog,184.png,184.png,H-EDCP-C-GC,19.874231338500977,0.7290665431737118,0.017673700000159442
RR,thin_fog,184.png,184.png,H-EDCP-C-AGC,17.043821334838867,0.6464805685535376,0.021824499999638647
RR,thin_fog,2033.png,2033.png,H-EDCP-A,12.192415237426758,0.28835176140461316,0.025479799980530515
RR,thin_fog,2033.png,2033.png,H-EDCP-B-GC,11.428732872009277,0.236107037291508,0.02459159999853
RR,thin_fog,2033.png,2033.png,H-EDCP-C-GC,11.383914947509766,0.24841212459509965,0.01772460000938736
RR,thin_fog,2033.png,2033.png,H-EDCP-C-AGC,12.614646911621094,0.3746900765265026,0.021397900010924786
RR,thin_fog,2036.png,2036.png,H-EDCP-A,16.68085479736328,0.4895463967782984,0.01739829999860376
RR,thin_fog,2036.png,2036.png,H-EDCP-B-GC,15.877312660217285,0.44029911554092355,0.016560599993681535
RR,thin_fog,2036.png,2036.png,H-EDCP-C-GC,15.768834114074707,0.438717489062984,0.016129099996760488
RR,thin_fog,2036.png,2036.png,H-EDCP-C-AGC,15.73459243774414,0.4800147092224828,0.01603970001451671
RR,thin_fog,2163.png,2163.png,H-EDCP-A,19.03590202331543,0.5958295594000779,0.0157527000119444
RR,thin_fog,2163.png,2163.png,H-EDCP-B-GC,18.471332550048828,0.5917771866116356,0.016075200022896752
RR,thin_fog,2163.png,2163.png,H-EDCP-C-GC,18.382478713989258,0.5849542637270656,0.01575069999671541
RR,thin_fog,2163.png,2163.png,H-EDCP-C-AGC,17.40264320373535,0.5084749604417064,0.016058799985330552
RR,thin_fog,2250.png,2250.png,H-EDCP-A,16.408485412597656,0.5155142216767752,0.016233100002864376
RR,thin_fog,2250.png,2250.png,H-EDCP-B-GC,15.486298561096191,0.46801384976712207,0.016023999982280657
RR,thin_fog,2250.png,2250.png,H-EDCP-C-GC,15.384913444519043,0.4585584293949559,0.015725999983260408
RR,thin_fog,2250.png,2250.png,H-EDCP-C-AGC,15.879203796386719,0.4816581162907318,0.015609399997629225
RR,thin_fog,2343.png,2343.png,H-EDCP-A,17.74116325378418,0.4948720735317538,0.01638059999095276
RR,thin_fog,2343.png,2343.png,H-EDCP-B-GC,17.828279495239258,0.50367661217239,0.015468600002350286
RR,thin_fog,2343.png,2343.png,H-EDCP-C-GC,17.738798141479492,0.4967410402747953,0.015337399992858991
RR,thin_fog,2343.png,2343.png,H-EDCP-C-AGC,17.307241439819336,0.4503198939192351,0.01573300000745803
RR,thin_fog,2369.png,2369.png,H-EDCP-A,18.722484588623047,0.5068887875096554,0.015590599999995902
RR,thin_fog,2369.png,2369.png,H-EDCP-B-GC,18.505634307861328,0.5181630717071519,0.01542800001334399
RR,thin_fog,2369.png,2369.png,H-EDCP-C-GC,18.427112579345703,0.5150196922642947,0.015169299993431196
RR,thin_fog,2369.png,2369.png,H-EDCP-C-AGC,18.890945434570312,0.48842826939379624,0.01501760000246577
RR,thin_fog,2372.png,2372.png,H-EDCP-A,13.495275497436523,0.3859786053221841,0.015438900009030476
RR,thin_fog,2372.png,2372.png,H-EDCP-B-GC,14.059392929077148,0.40633727884931653,0.014499699987936765
RR,thin_fog,2372.png,2372.png,H-EDCP-C-GC,14.049707412719727,0.4018267721021076,0.014373199985129759
RR,thin_fog,2372.png,2372.png,H-EDCP-C-AGC,13.950923919677734,0.3496945458445352,0.015129599982174113
RR,thin_fog,2375.png,2375.png,H-EDCP-A,15.674348831176758,0.487658685634482,0.014884800009895116
RR,thin_fog,2375.png,2375.png,H-EDCP-B-GC,15.329924583435059,0.4770576694742059,0.015356700023403391
RR,thin_fog,2375.png,2375.png,H-EDCP-C-GC,15.24110221862793,0.45542557288645685,0.014850300009129569
RR,thin_fog,2375.png,2375.png,H-EDCP-C-AGC,14.953680038452148,0.3936922803942109,0.01513010001508519
RR,thin_fog,2389.png,2389.png,H-EDCP-A,17.757526397705078,0.5460049154635659,0.015269800001988187
RR,thin_fog,2389.png,2389.png,H-EDCP-B-GC,17.06540298461914,0.5293222439627836,0.015708499995525926
RR,thin_fog,2389.png,2389.png,H-EDCP-C-GC,16.936979293823242,0.5180088792371079,0.014427499991143122
RR,thin_fog,2389.png,2389.png,H-EDCP-C-AGC,16.987573623657227,0.4984931667840207,0.015454100008355454
RR,thin_fog,2399.png,2399.png,H-EDCP-A,17.262014389038086,0.547193607558459,0.015797600004589185
RR,thin_fog,2399.png,2399.png,H-EDCP-B-GC,16.38554573059082,0.5198543718070745,0.014966999995522201
RR,thin_fog,2399.png,2399.png,H-EDCP-C-GC,16.32228660583496,0.5166752525706256,0.014464199979556724
RR,thin_fog,2399.png,2399.png,H-EDCP-C-AGC,17.320598602294922,0.5060125121394129,0.01406640000641346
RR,thin_fog,2451.png,2451.png,H-EDCP-A,16.214426040649414,0.48820669438087483,0.01471819999278523
RR,thin_fog,2451.png,2451.png,H-EDCP-B-GC,17.140384674072266,0.520075383547089,0.014911599981132895
RR,thin_fog,2451.png,2451.png,H-EDCP-C-GC,17.136314392089844,0.5185252601456062,0.014977000013459474
RR,thin_fog,2451.png,2451.png,H-EDCP-C-AGC,16.84221076965332,0.4668010594517879,0.015622799983248115
RR,thin_fog,2465.png,2465.png,H-EDCP-A,18.945995330810547,0.6158038131763053,0.01543679999304004
RR,thin_fog,2465.png,2465.png,H-EDCP-B-GC,18.78754425048828,0.6250574380371354,0.014882199990097433
RR,thin_fog,2465.png,2465.png,H-EDCP-C-GC,18.7087459564209,0.6145738847837443,0.014710099989315495
RR,thin_fog,2465.png,2465.png,H-EDCP-C-AGC,19.060823440551758,0.5446845287874615,0.015572599979350343
RR,thin_fog,2481.png,2481.png,H-EDCP-A,11.980222702026367,0.399190496794277,0.014922900008969009
RR,thin_fog,2481.png,2481.png,H-EDCP-B-GC,12.540841102600098,0.421511818112301,0.014914100000169128
RR,thin_fog,2481.png,2481.png,H-EDCP-C-GC,12.549060821533203,0.4188454731546001,0.014541200012899935
RR,thin_fog,2481.png,2481.png,H-EDCP-C-AGC,12.530733108520508,0.41780093890818226,0.014524600002914667
RR,thin_fog,2511.png,2511.png,H-EDCP-A,16.893680572509766,0.44708280825260976,0.015004100016085431
RR,thin_fog,2511.png,2511.png,H-EDCP-B-GC,16.79802131652832,0.4550444631314937,0.015012200019555166
RR,thin_fog,2511.png,2511.png,H-EDCP-C-GC,16.614910125732422,0.4300829229973565,0.014283700002124533
RR,thin_fog,2511.png,2511.png,H-EDCP-C-AGC,16.210195541381836,0.3440272853355897,0.014681599976029247
RR,thin_fog,2543.png,2543.png,H-EDCP-A,14.893418312072754,0.44105668327083053,0.014129000017419457
RR,thin_fog,2543.png,2543.png,H-EDCP-B-GC,15.461539268493652,0.4605430507629883,0.014917699998477474
RR,thin_fog,2543.png,2543.png,H-EDCP-C-GC,15.39721393585205,0.4392935796070383,0.015215400024317205
RR,thin_fog,2543.png,2543.png,H-EDCP-C-AGC,14.553569793701172,0.3154496186577126,0.0153582000057213
RR,thin_fog,2672.png,2672.png,H-EDCP-A,17.503902435302734,0.6564882671255993,0.015211200021440163
RR,thin_fog,2672.png,2672.png,H-EDCP-B-GC,17.863719940185547,0.6908135411609344,0.01519539998844266
RR,thin_fog,2672.png,2672.png,H-EDCP-C-GC,17.818443298339844,0.6831819833120802,0.014302099996712059
RR,thin_fog,2672.png,2672.png,H-EDCP-C-AGC,17.757417678833008,0.5740804437445819,0.015138400020077825
RR,thin_fog,27.png,27.png,H-EDCP-A,17.984424591064453,0.5072721978651897,0.01447229998302646
RR,thin_fog,27.png,27.png,H-EDCP-B-GC,19.696964263916016,0.5679554085224872,0.014883199997711927
RR,thin_fog,27.png,27.png,H-EDCP-C-GC,19.71442413330078,0.5632747185399407,0.014517000003252178
RR,thin_fog,27.png,27.png,H-EDCP-C-AGC,15.013114929199219,0.3832208253272534,0.013857899990398437
RR,thin_fog,2706.png,2706.png,H-EDCP-A,18.228099822998047,0.4365222564465372,0.015173599997069687
RR,thin_fog,2706.png,2706.png,H-EDCP-B-GC,18.867401123046875,0.47297527662961125,0.014297999994596466
RR,thin_fog,2706.png,2706.png,H-EDCP-C-GC,18.902023315429688,0.4679870290974325,0.014617899985751137
RR,thin_fog,2706.png,2706.png,H-EDCP-C-AGC,18.21980857849121,0.4218137813744219,0.01417439998476766
RR,thin_fog,2725.png,2725.png,H-EDCP-A,19.009408950805664,0.543237131898678,0.015616499993484467
RR,thin_fog,2725.png,2725.png,H-EDCP-B-GC,20.385650634765625,0.5942922376138533,0.014410300005692989
RR,thin_fog,2725.png,2725.png,H-EDCP-C-GC,20.434980392456055,0.584509771469504,0.014950599987059832
RR,thin_fog,2725.png,2725.png,H-EDCP-C-AGC,16.15529441833496,0.4647997534843499,0.01408409999567084
RR,thin_fog,2727.png,2727.png,H-EDCP-A,17.178993225097656,0.44096916842194067,0.015363199985586107
RR,thin_fog,2727.png,2727.png,H-EDCP-B-GC,17.42428970336914,0.443169675417114,0.014979700004914775
RR,thin_fog,2727.png,2727.png,H-EDCP-C-GC,17.43507957458496,0.4390257198319158,0.015070499997818843
RR,thin_fog,2727.png,2727.png,H-EDCP-C-AGC,16.95697021484375,0.41476269918371034,0.014303700008895248
RR,thin_fog,2738.png,2738.png,H-EDCP-A,16.74032974243164,0.37625366991921805,0.01442639998276718
RR,thin_fog,2738.png,2738.png,H-EDCP-B-GC,17.34451675415039,0.40429227663126127,0.014569200022378936
RR,thin_fog,2738.png,2738.png,H-EDCP-C-GC,17.351680755615234,0.39685769221270056,0.014886099990690127
RR,thin_fog,2738.png,2738.png,H-EDCP-C-AGC,16.256309509277344,0.35012298341338227,0.01542790001258254
RR,thin_fog,2741.png,2741.png,H-EDCP-A,15.579524040222168,0.42379554906393546,0.015580200008116663
RR,thin_fog,2741.png,2741.png,H-EDCP-B-GC,15.920530319213867,0.4431718589592925,0.01448270000400953
RR,thin_fog,2741.png,2741.png,H-EDCP-C-GC,15.921648979187012,0.43605527389888804,0.015333799994550645
RR,thin_fog,2741.png,2741.png,H-EDCP-C-AGC,15.805940628051758,0.40021297448215654,0.014293500018538907
RR,thin_fog,2749.png,2749.png,H-EDCP-A,21.983993530273438,0.5573402628256405,0.014120499981800094
RR,thin_fog,2749.png,2749.png,H-EDCP-B-GC,21.663982391357422,0.5369149322579643,0.014896300010150298
RR,thin_fog,2749.png,2749.png,H-EDCP-C-GC,21.513662338256836,0.5225971967520114,0.015423099976032972
RR,thin_fog,2749.png,2749.png,H-EDCP-C-AGC,19.36994171142578,0.48148618312093716,0.014585600001737475
RR,thin_fog,2759.png,2759.png,H-EDCP-A,16.82366943359375,0.4703266976234608,0.01524860001518391
RR,thin_fog,2759.png,2759.png,H-EDCP-B-GC,16.06976318359375,0.43958625743145713,0.01451530001941137
RR,thin_fog,2759.png,2759.png,H-EDCP-C-GC,16.0217227935791,0.4332697281019748,0.014493599999696016
RR,thin_fog,2759.png,2759.png,H-EDCP-C-AGC,16.347824096679688,0.3935316369197848,0.014299599977675825
RR,thin_fog,2772.png,2772.png,H-EDCP-A,14.026449203491211,0.2935800696772146,0.015224100003251806
RR,thin_fog,2772.png,2772.png,H-EDCP-B-GC,14.873815536499023,0.3262419766730944,0.01491379999788478
RR,thin_fog,2772.png,2772.png,H-EDCP-C-GC,14.953882217407227,0.32244928426334446,0.01546939997933805
RR,thin_fog,2772.png,2772.png,H-EDCP-C-AGC,14.162240982055664,0.30338744946740503,0.014421300002140924
RR,thin_fog,2820.png,2820.png,H-EDCP-A,15.953657150268555,0.3350201665423606,0.015537699975538999
RR,thin_fog,2820.png,2820.png,H-EDCP-B-GC,16.629728317260742,0.3504197469840996,0.015009899972938001
RR,thin_fog,2820.png,2820.png,H-EDCP-C-GC,16.65152931213379,0.34165418840661604,0.014510599983623251
RR,thin_fog,2820.png,2820.png,H-EDCP-C-AGC,13.841926574707031,0.2617776438439838,0.015247400006046519
RR,thin_fog,2863.png,2863.png,H-EDCP-A,17.861324310302734,0.32649362806353904,0.014580200018826872
RR,thin_fog,2863.png,2863.png,H-EDCP-B-GC,18.800859451293945,0.3656053164571898,0.014877299981890246
RR,thin_fog,2863.png,2863.png,H-EDCP-C-GC,18.823732376098633,0.3613387904538968,0.014562900003511459
RR,thin_fog,2863.png,2863.png,H-EDCP-C-AGC,16.165170669555664,0.2776334709636408,0.014458499994361773
RR,thin_fog,2867.png,2867.png,H-EDCP-A,18.105348587036133,0.3936762584657111,0.01528419999522157
RR,thin_fog,2867.png,2867.png,H-EDCP-B-GC,17.395673751831055,0.3635635765586132,0.01415529998484999
RR,thin_fog,2867.png,2867.png,H-EDCP-C-GC,17.33137321472168,0.3576366051264543,0.01402490001055412
RR,thin_fog,2867.png,2867.png,H-EDCP-C-AGC,17.538976669311523,0.3562023527472869,0.015124000026844442
RR,thin_fog,2892.png,2892.png,H-EDCP-A,17.548145294189453,0.26139166411775855,0.014798699994571507
RR,thin_fog,2892.png,2892.png,H-EDCP-B-GC,18.468568801879883,0.2921494584717681,0.015130000014323741
RR,thin_fog,2892.png,2892.png,H-EDCP-C-GC,18.49587059020996,0.28744129282012937,0.014869200007524341
RR,thin_fog,2892.png,2892.png,H-EDCP-C-AGC,13.08428955078125,0.1529633673493296,0.015213800012134016
RR,thin_fog,2896.png,2896.png,H-EDCP-A,19.448848724365234,0.5115020523072108,0.015149899991229177
RR,thin_fog,2896.png,2896.png,H-EDCP-B-GC,19.42624855041504,0.5222428886207039,0.015221000008750707
RR,thin_fog,2896.png,2896.png,H-EDCP-C-GC,19.395368576049805,0.5155987852088343,0.014207500003976747
RR,thin_fog,2896.png,2896.png,H-EDCP-C-AGC,15.6943941116333,0.32263471023797563,0.014881399984005839
RR,thin_fog,2898.png,2898.png,H-EDCP-A,19.06244468688965,0.41953113958704136,0.014238800009479746
RR,thin_fog,2898.png,2898.png,H-EDCP-B-GC,18.588525772094727,0.41551480118531,0.01490639999974519
RR,thin_fog,2898.png,2898.png,H-EDCP-C-GC,18.497350692749023,0.40946321733001134,0.014722400024766102
RR,thin_fog,2898.png,2898.png,H-EDCP-C-AGC,15.831513404846191,0.31314665988885243,0.015217000007396564
RR,thin_fog,2903.png,2903.png,H-EDCP-A,19.154314041137695,0.4648210384434164,0.015115499991225079
RR,thin_fog,2903.png,2903.png,H-EDCP-B-GC,18.232210159301758,0.43446274576282384,0.015978199982782826
RR,thin_fog,2903.png,2903.png,H-EDCP-C-GC,18.108251571655273,0.4192692177582787,0.014641399990068749
RR,thin_fog,2903.png,2903.png,H-EDCP-C-AGC,18.35340118408203,0.41238239908183044,0.014831299980869517
RR,thin_fog,2908.png,2908.png,H-EDCP-A,17.427412033081055,0.4253599050991185,0.016722200001822785
RR,thin_fog,2908.png,2908.png,H-EDCP-B-GC,16.543790817260742,0.3887650284131057,0.014915600011590868
RR,thin_fog,2908.png,2908.png,H-EDCP-C-GC,16.4713134765625,0.3799270374741386,0.015080600016517565
RR,thin_fog,2908.png,2908.png,H-EDCP-C-AGC,17.77727508544922,0.3873395756995976,0.0153301999962423
RR,thin_fog,2918.png,2918.png,H-EDCP-A,17.649738311767578,0.4237083900901564,0.024768600007519126
RR,thin_fog,2918.png,2918.png,H-EDCP-B-GC,18.171449661254883,0.45981025931192415,0.017837399995187297
RR,thin_fog,2918.png,2918.png,H-EDCP-C-GC,18.1612606048584,0.455568937499661,0.015647899999748915
RR,thin_fog,2918.png,2918.png,H-EDCP-C-AGC,16.85279655456543,0.4035862514040113,0.021805299998959526
RR,thin_fog,2919.png,2919.png,H-EDCP-A,14.423730850219727,0.3679280941186326,0.021852699981536716
RR,thin_fog,2919.png,2919.png,H-EDCP-B-GC,14.669172286987305,0.39706230057969893,0.040442700003040954
RR,thin_fog,2919.png,2919.png,H-EDCP-C-GC,14.639859199523926,0.3916653109512121,0.020258899981854483
RR,thin_fog,2919.png,2919.png,H-EDCP-C-AGC,13.527605056762695,0.3576248303427977,0.020544899976812303
RR,thin_fog,2931.png,2931.png,H-EDCP-A,15.625704765319824,0.28285541591811725,0.023480900010326877
RR,thin_fog,2931.png,2931.png,H-EDCP-B-GC,16.571340560913086,0.3197982098046676,0.019189000013284385
RR,thin_fog,2931.png,2931.png,H-EDCP-C-GC,16.593311309814453,0.31518642585593315,0.018097300024237484
RR,thin_fog,2931.png,2931.png,H-EDCP-C-AGC,14.585142135620117,0.23651366659059475,0.01807580000604503
RR,thin_fog,2940.png,2940.png,H-EDCP-A,15.586823463439941,0.33849268243472896,0.0208091999811586
RR,thin_fog,2940.png,2940.png,H-EDCP-B-GC,16.285831451416016,0.35345769985761344,0.017727900005411357
RR,thin_fog,2940.png,2940.png,H-EDCP-C-GC,16.291095733642578,0.3448451587475412,0.022093200008384883
RR,thin_fog,2940.png,2940.png,H-EDCP-C-AGC,16.270122528076172,0.3107843800447978,0.02061780000803992
RR,thin_fog,2946.png,2946.png,H-EDCP-A,22.265892028808594,0.5244308860855686,0.018584300007205456
RR,thin_fog,2946.png,2946.png,H-EDCP-B-GC,21.403823852539062,0.5142050290676868,0.019047999987378716
RR,thin_fog,2946.png,2946.png,H-EDCP-C-GC,21.29629135131836,0.5048141521340022,0.019010999996680766
RR,thin_fog,2946.png,2946.png,H-EDCP-C-AGC,17.147558212280273,0.39395028277693356,0.022621800017077476
RR,thin_fog,2953.png,2953.png,H-EDCP-A,15.139850616455078,0.33766039431905887,0.02148019999731332
RR,thin_fog,2953.png,2953.png,H-EDCP-B-GC,15.908044815063477,0.3640453373446527,0.018754500022623688
RR,thin_fog,2953.png,2953.png,H-EDCP-C-GC,15.946784973144531,0.3583779142660441,0.018763500003842637
RR,thin_fog,2953.png,2953.png,H-EDCP-C-AGC,14.32037353515625,0.29546919266491023,0.019803500006673858
RR,thin_fog,2955.png,2955.png,H-EDCP-A,17.74437713623047,0.36803743279251105,0.02464670001063496
RR,thin_fog,2955.png,2955.png,H-EDCP-B-GC,18.44623565673828,0.39875267495981187,0.018393399979686365
RR,thin_fog,2955.png,2955.png,H-EDCP-C-GC,18.440689086914062,0.39233735419004506,0.021147599996766075
RR,thin_fog,2955.png,2955.png,H-EDCP-C-AGC,13.875746726989746,0.2466483824842919,0.018031899991910905
RR,thin_fog,2956.png,2956.png,H-EDCP-A,17.65413475036621,0.417515167080731,0.019016700010979548
RR,thin_fog,2956.png,2956.png,H-EDCP-B-GC,18.183225631713867,0.45200233207908946,0.022753400000510737
RR,thin_fog,2956.png,2956.png,H-EDCP-C-GC,18.164962768554688,0.4475290747854601,0.019656999997096136
RR,thin_fog,2956.png,2956.png,H-EDCP-C-AGC,14.841628074645996,0.33098243974828884,0.019360900012543425
RR,thin_fog,2966.png,2966.png,H-EDCP-A,13.905387878417969,0.2736337282962497,0.028308699984336272
RR,thin_fog,2966.png,2966.png,H-EDCP-B-GC,14.408952713012695,0.29254948855405505,0.02427890000399202
RR,thin_fog,2966.png,2966.png,H-EDCP-C-GC,14.420011520385742,0.2832725958973496,0.018346099997870624
RR,thin_fog,2966.png,2966.png,H-EDCP-C-AGC,13.82402515411377,0.25360863161859737,0.019546199997421354
RR,thin_fog,2976.png,2976.png,H-EDCP-A,17.181684494018555,0.3904950101228697,0.023004399990895763
RR,thin_fog,2976.png,2976.png,H-EDCP-B-GC,16.766738891601562,0.39515666440338953,0.025250100006815046
RR,thin_fog,2976.png,2976.png,H-EDCP-C-GC,16.68439483642578,0.38534355575239376,0.02385520000825636
RR,thin_fog,2976.png,2976.png,H-EDCP-C-AGC,16.509185791015625,0.29695661772429066,0.02007150001008995
RR,thin_fog,2993.png,2993.png,H-EDCP-A,13.051825523376465,0.12796155191295208,0.020888700004434213
RR,thin_fog,2993.png,2993.png,H-EDCP-B-GC,12.965627670288086,0.1244639840435337,0.01924160000635311
RR,thin_fog,2993.png,2993.png,H-EDCP-C-GC,12.946331024169922,0.11594437863428775,0.024149200005922467
